"anio_hecho","mes_hecho","alcaldia_hecho","tipo_delito_mas_comun","cantidad_delito_mas_comun"
"2017","Agosto","IZTACALCO","VIOLENCIA FAMILIAR","333"
"2017","Diciembre","IZTACALCO","VIOLENCIA FAMILIAR","204"
"2017","Enero","IZTACALCO","VIOLENCIA FAMILIAR","282"
"2017","Febrero","IZTACALCO","VIOLENCIA FAMILIAR","288"
"2017","Julio","IZTACALCO","VIOLENCIA FAMILIAR","330"
"2017","Junio","IZTACALCO","VIOLENCIA FAMILIAR","312"
"2017","Marzo","IZTACALCO","VIOLENCIA FAMILIAR","264"
"2017","Mayo","IZTACALCO","VIOLENCIA FAMILIAR","285"
"2017","Noviembre","IZTACALCO","VIOLENCIA FAMILIAR","291"
"2017","Octubre","IZTACALCO","FRAUDE","558"
"2017","Septiembre","IZTACALCO","VIOLENCIA FAMILIAR","345"
"2018","Abril","IZTACALCO","VIOLENCIA FAMILIAR","321"
"2018","Agosto","IZTACALCO","VIOLENCIA FAMILIAR","375"
"2018","Diciembre","IZTACALCO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","267"
"2018","Enero","IZTACALCO","VIOLENCIA FAMILIAR","276"
"2018","Febrero","IZTACALCO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","306"
"2018","Julio","IZTACALCO","VIOLENCIA FAMILIAR","357"
"2018","Junio","IZTACALCO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","339"
"2018","Marzo","IZTACALCO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","345"
"2018","Mayo","IZTACALCO","VIOLENCIA FAMILIAR","366"
"2018","Noviembre","IZTACALCO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","474"
"2018","Octubre","IZTACALCO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","372"
"2018","Septiembre","IZTACALCO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","375"
"NA","NA","IZTACALCO","ROBO A NEGOCIO SIN VIOLENCIA","6"
"2016","Abril","IZTAPALAPA","VIOLENCIA FAMILIAR","1059"
"2016","Agosto","IZTAPALAPA","VIOLENCIA FAMILIAR","1026"
"2016","Diciembre","IZTAPALAPA","VIOLENCIA FAMILIAR","840"
"2016","Enero","IZTAPALAPA","VIOLENCIA FAMILIAR","882"
"2016","Febrero","IZTAPALAPA","VIOLENCIA FAMILIAR","1041"
"2016","Julio","IZTAPALAPA","VIOLENCIA FAMILIAR","891"
"2016","Junio","IZTAPALAPA","VIOLENCIA FAMILIAR","936"
"2016","Marzo","IZTAPALAPA","VIOLENCIA FAMILIAR","1014"
"2016","Mayo","IZTAPALAPA","VIOLENCIA FAMILIAR","1101"
"2016","Noviembre","IZTAPALAPA","VIOLENCIA FAMILIAR","834"
"2016","Octubre","IZTAPALAPA","VIOLENCIA FAMILIAR","942"
"2016","Septiembre","IZTAPALAPA","VIOLENCIA FAMILIAR","930"
"2017","Abril","IZTAPALAPA","VIOLENCIA FAMILIAR","1002"
"2017","Agosto","IZTAPALAPA","VIOLENCIA FAMILIAR","984"
"2017","Diciembre","IZTAPALAPA","VIOLENCIA FAMILIAR","834"
"2017","Enero","IZTAPALAPA","VIOLENCIA FAMILIAR","867"
"2017","Febrero","IZTAPALAPA","VIOLENCIA FAMILIAR","849"
"2017","Julio","IZTAPALAPA","VIOLENCIA FAMILIAR","864"
"2017","Junio","IZTAPALAPA","VIOLENCIA FAMILIAR","834"
"2017","Marzo","IZTAPALAPA","VIOLENCIA FAMILIAR","1023"
"2017","Mayo","IZTAPALAPA","VIOLENCIA FAMILIAR","1152"
"2017","Noviembre","IZTAPALAPA","VIOLENCIA FAMILIAR","774"
"2017","Octubre","IZTAPALAPA","VIOLENCIA FAMILIAR","939"
"2017","Septiembre","IZTAPALAPA","VIOLENCIA FAMILIAR","969"
"2018","Abril","IZTAPALAPA","VIOLENCIA FAMILIAR","969"
"2018","Agosto","IZTAPALAPA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","1395"
"2018","Diciembre","IZTAPALAPA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","873"
"2018","Enero","IZTAPALAPA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","846"
"2018","Febrero","IZTAPALAPA","VIOLENCIA FAMILIAR","858"
"2018","Julio","IZTAPALAPA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","1083"
"2018","Junio","IZTAPALAPA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","957"
"2018","Marzo","IZTAPALAPA","VIOLENCIA FAMILIAR","837"
"2018","Mayo","IZTAPALAPA","VIOLENCIA FAMILIAR","981"
"2018","Noviembre","IZTAPALAPA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","1125"
"2018","Octubre","IZTAPALAPA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","1329"
"2018","Septiembre","IZTAPALAPA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","1266"
"NA","NA","IZTAPALAPA","VIOLENCIA FAMILIAR","9"
"2016","Abril","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","159"
"2016","Agosto","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","186"
"2016","Diciembre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","174"
"2016","Enero","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","96"
"2016","Febrero","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","126"
"2016","Julio","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","138"
"2016","Junio","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","147"
"2016","Marzo","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","120"
"2016","Mayo","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","183"
"2016","Noviembre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","177"
"2016","Octubre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","144"
"2016","Septiembre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","153"
"2017","Abril","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","150"
"2017","Agosto","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","186"
"2017","Diciembre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","144"
"2017","Enero","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","168"
"2017","Febrero","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","126"
"2017","Julio","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","186"
"2017","Junio","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","198"
"2017","Marzo","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","162"
"2017","Mayo","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","147"
"2017","Noviembre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","168"
"2017","Octubre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","207"
"2017","Septiembre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","171"
"2018","Abril","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","246"
"2018","Agosto","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","177"
"2018","Diciembre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","177"
"2018","Enero","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","204"
"2018","Febrero","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","153"
"2018","Julio","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","225"
"2018","Junio","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","210"
"2018","Marzo","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","240"
"2018","Mayo","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","261"
"2018","Noviembre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","135"
"2018","Octubre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","237"
"2018","Septiembre","LA MAGDALENA CONTRERAS","VIOLENCIA FAMILIAR","180"
"NA","NA","LA MAGDALENA CONTRERAS","ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE SIN VIOLENCIA","3"
"2016","Abril","MIGUEL HIDALGO","ROBO DE OBJETOS","432"
"2016","Agosto","MIGUEL HIDALGO","ROBO DE OBJETOS","513"
"2016","Diciembre","MIGUEL HIDALGO","FRAUDE","267"
"2016","Enero","MIGUEL HIDALGO","ROBO DE OBJETOS","330"
"2016","Febrero","MIGUEL HIDALGO","ROBO DE OBJETOS","483"
"2016","Julio","MIGUEL HIDALGO","ROBO DE OBJETOS","474"
"2016","Junio","MIGUEL HIDALGO","ROBO DE OBJETOS","423"
"2016","Marzo","MIGUEL HIDALGO","ROBO DE OBJETOS","447"
"2016","Mayo","MIGUEL HIDALGO","ROBO DE OBJETOS","414"
"2016","Noviembre","MIGUEL HIDALGO","ROBO DE OBJETOS","375"
"2016","Octubre","MIGUEL HIDALGO","ROBO DE OBJETOS","486"
"2016","Septiembre","MIGUEL HIDALGO","ROBO DE OBJETOS","411"
"2017","Abril","MIGUEL HIDALGO","ROBO DE OBJETOS","621"
"2017","Agosto","MIGUEL HIDALGO","ROBO A NEGOCIO SIN VIOLENCIA","252"
"2017","Diciembre","MIGUEL HIDALGO","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","279"
"2017","Enero","MIGUEL HIDALGO","ROBO DE OBJETOS","408"
"2017","Febrero","MIGUEL HIDALGO","ROBO DE OBJETOS","483"
"2017","Julio","MIGUEL HIDALGO","ROBO DE OBJETOS","306"
"2017","Junio","MIGUEL HIDALGO","FRAUDE","354"
"2017","Marzo","MIGUEL HIDALGO","ROBO DE OBJETOS","633"
"2017","Mayo","MIGUEL HIDALGO","ROBO DE OBJETOS","660"
"2017","Noviembre","MIGUEL HIDALGO","FRAUDE","348"
"2017","Octubre","MIGUEL HIDALGO","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","294"
"2017","Septiembre","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","285"
"2018","Abril","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","465"
"2018","Agosto","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","432"
"2018","Diciembre","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","357"
"2018","Enero","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","420"
"2018","Febrero","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","345"
"2018","Julio","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","453"
"2018","Junio","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","519"
"2018","Marzo","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","420"
"2018","Mayo","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","558"
"2018","Noviembre","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","432"
"2018","Octubre","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","525"
"2018","Septiembre","MIGUEL HIDALGO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","579"
"NA","NA","MIGUEL HIDALGO","ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA","9"
"2016","Abril","MILPA ALTA","VIOLENCIA FAMILIAR","63"
"2016","Agosto","MILPA ALTA","VIOLENCIA FAMILIAR","78"
"2016","Diciembre","MILPA ALTA","VIOLENCIA FAMILIAR","60"
"2016","Enero","MILPA ALTA","VIOLENCIA FAMILIAR","51"
"2016","Febrero","MILPA ALTA","DENUNCIA DE HECHOS","18"
"2016","Julio","MILPA ALTA","VIOLENCIA FAMILIAR","72"
"2016","Junio","MILPA ALTA","VIOLENCIA FAMILIAR","57"
"2016","Marzo","MILPA ALTA","VIOLENCIA FAMILIAR","81"
"2016","Mayo","MILPA ALTA","VIOLENCIA FAMILIAR","48"
"2016","Noviembre","MILPA ALTA","VIOLENCIA FAMILIAR","45"
"2016","Octubre","MILPA ALTA","VIOLENCIA FAMILIAR","60"
"2016","Septiembre","MILPA ALTA","VIOLENCIA FAMILIAR","51"
"2017","Abril","MILPA ALTA","VIOLENCIA FAMILIAR","75"
"2017","Agosto","MILPA ALTA","VIOLENCIA FAMILIAR","72"
"2017","Diciembre","MILPA ALTA","VIOLENCIA FAMILIAR","51"
"2017","Enero","MILPA ALTA","VIOLENCIA FAMILIAR","51"
"2017","Febrero","MILPA ALTA","VIOLENCIA FAMILIAR","63"
"2017","Julio","MILPA ALTA","VIOLENCIA FAMILIAR","78"
"2017","Junio","MILPA ALTA","VIOLENCIA FAMILIAR","87"
"2017","Marzo","MILPA ALTA","VIOLENCIA FAMILIAR","75"
"2017","Mayo","MILPA ALTA","VIOLENCIA FAMILIAR","63"
"2017","Noviembre","MILPA ALTA","VIOLENCIA FAMILIAR","69"
"2017","Octubre","MILPA ALTA","VIOLENCIA FAMILIAR","78"
"2017","Septiembre","MILPA ALTA","VIOLENCIA FAMILIAR","75"
"2018","Abril","MILPA ALTA","VIOLENCIA FAMILIAR","93"
"2018","Agosto","MILPA ALTA","VIOLENCIA FAMILIAR","90"
"2018","Diciembre","MILPA ALTA","VIOLENCIA FAMILIAR","39"
"2018","Enero","MILPA ALTA","VIOLENCIA FAMILIAR","69"
"2018","Febrero","MILPA ALTA","VIOLENCIA FAMILIAR","99"
"2018","Julio","MILPA ALTA","VIOLENCIA FAMILIAR","81"
"2018","Junio","MILPA ALTA","VIOLENCIA FAMILIAR","90"
"2018","Marzo","MILPA ALTA","VIOLENCIA FAMILIAR","87"
"2018","Mayo","MILPA ALTA","VIOLENCIA FAMILIAR","96"
"2018","Noviembre","MILPA ALTA","VIOLENCIA FAMILIAR","66"
"2018","Octubre","MILPA ALTA","VIOLENCIA FAMILIAR","93"
"2018","Septiembre","MILPA ALTA","VIOLENCIA FAMILIAR","93"
"2016","Abril","TLAHUAC","VIOLENCIA FAMILIAR","189"
"2016","Agosto","TLAHUAC","VIOLENCIA FAMILIAR","195"
"2016","Diciembre","TLAHUAC","VIOLENCIA FAMILIAR","156"
"2016","Enero","TLAHUAC","VIOLENCIA FAMILIAR","129"
"2016","Febrero","TLAHUAC","VIOLENCIA FAMILIAR","162"
"2016","Julio","TLAHUAC","VIOLENCIA FAMILIAR","159"
"2016","Junio","TLAHUAC","VIOLENCIA FAMILIAR","153"
"2016","Marzo","TLAHUAC","VIOLENCIA FAMILIAR","207"
"2016","Mayo","TLAHUAC","VIOLENCIA FAMILIAR","207"
"2016","Noviembre","TLAHUAC","VIOLENCIA FAMILIAR","192"
"2016","Octubre","TLAHUAC","VIOLENCIA FAMILIAR","222"
"2016","Septiembre","TLAHUAC","VIOLENCIA FAMILIAR","201"
"2017","Abril","TLAHUAC","VIOLENCIA FAMILIAR","180"
"2017","Agosto","TLAHUAC","VIOLENCIA FAMILIAR","246"
"2017","Diciembre","TLAHUAC","VIOLENCIA FAMILIAR","213"
"2017","Enero","TLAHUAC","VIOLENCIA FAMILIAR","219"
"2017","Febrero","TLAHUAC","VIOLENCIA FAMILIAR","174"
"2017","Julio","TLAHUAC","VIOLENCIA FAMILIAR","165"
"2017","Junio","TLAHUAC","VIOLENCIA FAMILIAR","252"
"2017","Marzo","TLAHUAC","VIOLENCIA FAMILIAR","240"
"2017","Mayo","TLAHUAC","VIOLENCIA FAMILIAR","189"
"2017","Noviembre","TLAHUAC","VIOLENCIA FAMILIAR","216"
"2017","Octubre","TLAHUAC","VIOLENCIA FAMILIAR","180"
"2017","Septiembre","TLAHUAC","VIOLENCIA FAMILIAR","183"
"2018","Abril","TLAHUAC","VIOLENCIA FAMILIAR","237"
"2018","Agosto","TLAHUAC","VIOLENCIA FAMILIAR","180"
"2018","Diciembre","TLAHUAC","VIOLENCIA FAMILIAR","147"
"2018","Enero","TLAHUAC","VIOLENCIA FAMILIAR","237"
"2018","Febrero","TLAHUAC","VIOLENCIA FAMILIAR","252"
"2018","Julio","TLAHUAC","VIOLENCIA FAMILIAR","198"
"2018","Junio","TLAHUAC","VIOLENCIA FAMILIAR","240"
"2018","Marzo","TLAHUAC","VIOLENCIA FAMILIAR","252"
"2018","Mayo","TLAHUAC","VIOLENCIA FAMILIAR","282"
"2018","Noviembre","TLAHUAC","VIOLENCIA FAMILIAR","162"
"2018","Octubre","TLAHUAC","VIOLENCIA FAMILIAR","201"
"2018","Septiembre","TLAHUAC","VIOLENCIA FAMILIAR","186"
"NA","NA","TLAHUAC","DENUNCIA DE HECHOS","3"
"2016","Abril","TLALPAN","VIOLENCIA FAMILIAR","324"
"2016","Agosto","TLALPAN","VIOLENCIA FAMILIAR","372"
"2016","Diciembre","TLALPAN","VIOLENCIA FAMILIAR","318"
"2016","Enero","TLALPAN","VIOLENCIA FAMILIAR","285"
"2016","Febrero","TLALPAN","VIOLENCIA FAMILIAR","294"
"2016","Julio","TLALPAN","VIOLENCIA FAMILIAR","393"
"2016","Junio","TLALPAN","VIOLENCIA FAMILIAR","285"
"2016","Marzo","TLALPAN","VIOLENCIA FAMILIAR","297"
"2016","Mayo","TLALPAN","VIOLENCIA FAMILIAR","381"
"2016","Noviembre","TLALPAN","VIOLENCIA FAMILIAR","315"
"2016","Octubre","TLALPAN","VIOLENCIA FAMILIAR","366"
"2016","Septiembre","TLALPAN","VIOLENCIA FAMILIAR","483"
"2017","Abril","TLALPAN","VIOLENCIA FAMILIAR","396"
"2017","Agosto","TLALPAN","VIOLENCIA FAMILIAR","447"
"2017","Diciembre","TLALPAN","VIOLENCIA FAMILIAR","339"
"2017","Enero","TLALPAN","VIOLENCIA FAMILIAR","369"
"2017","Febrero","TLALPAN","VIOLENCIA FAMILIAR","291"
"2017","Julio","TLALPAN","VIOLENCIA FAMILIAR","342"
"2017","Junio","TLALPAN","VIOLENCIA FAMILIAR","375"
"2017","Marzo","TLALPAN","VIOLENCIA FAMILIAR","339"
"2017","Mayo","TLALPAN","VIOLENCIA FAMILIAR","408"
"2017","Noviembre","TLALPAN","VIOLENCIA FAMILIAR","348"
"2017","Octubre","TLALPAN","VIOLENCIA FAMILIAR","375"
"2017","Septiembre","TLALPAN","VIOLENCIA FAMILIAR","420"
"2018","Abril","TLALPAN","VIOLENCIA FAMILIAR","411"
"2018","Agosto","TLALPAN","VIOLENCIA FAMILIAR","321"
"2018","Diciembre","TLALPAN","VIOLENCIA FAMILIAR","336"
"2018","Enero","TLALPAN","VIOLENCIA FAMILIAR","366"
"2018","Febrero","TLALPAN","VIOLENCIA FAMILIAR","375"
"2018","Julio","TLALPAN","VIOLENCIA FAMILIAR","390"
"2018","Junio","TLALPAN","VIOLENCIA FAMILIAR","396"
"2018","Marzo","TLALPAN","VIOLENCIA FAMILIAR","477"
"2018","Mayo","TLALPAN","VIOLENCIA FAMILIAR","498"
"2018","Noviembre","TLALPAN","VIOLENCIA FAMILIAR","324"
"2018","Octubre","TLALPAN","VIOLENCIA FAMILIAR","357"
"2018","Septiembre","TLALPAN","VIOLENCIA FAMILIAR","363"
"NA","NA","TLALPAN","VIOLENCIA FAMILIAR","6"
"2016","Abril","VENUSTIANO CARRANZA","VIOLENCIA FAMILIAR","294"
"2016","Agosto","VENUSTIANO CARRANZA","ROBO DE OBJETOS","234"
"2016","Diciembre","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","285"
"2016","Enero","VENUSTIANO CARRANZA","VIOLENCIA FAMILIAR","261"
"2016","Febrero","VENUSTIANO CARRANZA","VIOLENCIA FAMILIAR","282"
"2016","Julio","VENUSTIANO CARRANZA","VIOLENCIA FAMILIAR","231"
"2016","Junio","VENUSTIANO CARRANZA","ROBO DE OBJETOS","198"
"2016","Marzo","VENUSTIANO CARRANZA","VIOLENCIA FAMILIAR","219"
"2016","Mayo","VENUSTIANO CARRANZA","VIOLENCIA FAMILIAR","267"
"2016","Noviembre","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","309"
"2016","Octubre","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","348"
"2016","Septiembre","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","246"
"2017","Abril","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","345"
"2017","Agosto","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","471"
"2017","Diciembre","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","315"
"2017","Enero","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","426"
"2017","Febrero","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","312"
"2017","Julio","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","528"
"2017","Junio","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","513"
"2017","Marzo","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","402"
"2017","Mayo","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","357"
"2017","Noviembre","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","267"
"2017","Octubre","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","354"
"2017","Septiembre","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","423"
"2018","Abril","VENUSTIANO CARRANZA","VIOLENCIA FAMILIAR","318"
"2018","Agosto","VENUSTIANO CARRANZA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","324"
"2018","Diciembre","VENUSTIANO CARRANZA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","258"
"2018","Enero","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","312"
"2018","Febrero","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","342"
"2018","Julio","VENUSTIANO CARRANZA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","393"
"2018","Junio","VENUSTIANO CARRANZA","VIOLENCIA FAMILIAR","318"
"2018","Marzo","VENUSTIANO CARRANZA","DENUNCIA DE HECHOS","354"
"2018","Mayo","VENUSTIANO CARRANZA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","375"
"2018","Noviembre","VENUSTIANO CARRANZA","NARCOMENUDEO POSESION SIMPLE","402"
"2018","Octubre","VENUSTIANO CARRANZA","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","402"
"2018","Septiembre","VENUSTIANO CARRANZA","VIOLENCIA FAMILIAR","360"
"NA","NA","VENUSTIANO CARRANZA","FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO","6"
"2016","Abril","XOCHIMILCO","VIOLENCIA FAMILIAR","192"
"2016","Agosto","XOCHIMILCO","VIOLENCIA FAMILIAR","207"
"2016","Diciembre","XOCHIMILCO","VIOLENCIA FAMILIAR","222"
"2016","Enero","XOCHIMILCO","VIOLENCIA FAMILIAR","246"
"2016","Febrero","XOCHIMILCO","VIOLENCIA FAMILIAR","255"
"2016","Julio","XOCHIMILCO","VIOLENCIA FAMILIAR","138"
"2016","Junio","XOCHIMILCO","VIOLENCIA FAMILIAR","276"
"2016","Marzo","XOCHIMILCO","VIOLENCIA FAMILIAR","204"
"2016","Mayo","XOCHIMILCO","VIOLENCIA FAMILIAR","276"
"2016","Noviembre","XOCHIMILCO","VIOLENCIA FAMILIAR","228"
"2016","Octubre","XOCHIMILCO","VIOLENCIA FAMILIAR","198"
"2016","Septiembre","XOCHIMILCO","VIOLENCIA FAMILIAR","183"
"2017","Abril","XOCHIMILCO","VIOLENCIA FAMILIAR","291"
"2017","Agosto","XOCHIMILCO","VIOLENCIA FAMILIAR","282"
"2017","Diciembre","XOCHIMILCO","VIOLENCIA FAMILIAR","273"
"2017","Enero","XOCHIMILCO","VIOLENCIA FAMILIAR","225"
"2017","Febrero","XOCHIMILCO","VIOLENCIA FAMILIAR","258"
"2017","Julio","XOCHIMILCO","VIOLENCIA FAMILIAR","336"
"2017","Junio","XOCHIMILCO","VIOLENCIA FAMILIAR","345"
"2017","Marzo","XOCHIMILCO","VIOLENCIA FAMILIAR","234"
"2017","Mayo","XOCHIMILCO","VIOLENCIA FAMILIAR","288"
"2017","Noviembre","XOCHIMILCO","VIOLENCIA FAMILIAR","225"
"2017","Octubre","XOCHIMILCO","VIOLENCIA FAMILIAR","261"
"2017","Septiembre","XOCHIMILCO","VIOLENCIA FAMILIAR","255"
"2018","Abril","XOCHIMILCO","VIOLENCIA FAMILIAR","327"
"2018","Agosto","XOCHIMILCO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","168"
"2018","Diciembre","XOCHIMILCO","VIOLENCIA FAMILIAR","207"
"2018","Enero","XOCHIMILCO","VIOLENCIA FAMILIAR","252"
"2018","Febrero","XOCHIMILCO","VIOLENCIA FAMILIAR","267"
"2018","Julio","XOCHIMILCO","VIOLENCIA FAMILIAR","252"
"2018","Junio","XOCHIMILCO","VIOLENCIA FAMILIAR","228"
"2018","Marzo","XOCHIMILCO","VIOLENCIA FAMILIAR","246"
"2018","Mayo","XOCHIMILCO","VIOLENCIA FAMILIAR","327"
"2018","Noviembre","XOCHIMILCO","VIOLENCIA FAMILIAR","171"
"2018","Octubre","XOCHIMILCO","VIOLENCIA FAMILIAR","222"
"2018","Septiembre","XOCHIMILCO","VIOLENCIA FAMILIAR","204"
"NA","NA","XOCHIMILCO","DESPOJO","3"
